Mod:Item:MetaData, Localized Name
ThermalDynamics:ThermalDynamics_0:7, Cryo-Stabilized Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_16:0, Temperate Fluiduct
ThermalDynamics:ThermalDynamics_16:1, Temperate Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:2, Hardened Fluiduct
ThermalDynamics:ThermalDynamics_16:3, Hardened Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:4, Flux-Plated Fluiduct
ThermalDynamics:ThermalDynamics_16:5, Flux-Plated Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:6, Super-Laminar Fluiduct
ThermalDynamics:ThermalDynamics_16:7, Super-Laminar Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_32:0, Itemduct
ThermalDynamics:ThermalDynamics_32:1, Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:2, Impulse Itemduct
ThermalDynamics:ThermalDynamics_32:3, Impulse Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:4, Warp Itemduct
ThermalDynamics:ThermalDynamics_32:5, Warp Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:6, Fluctuating Itemduct
ThermalDynamics:ThermalDynamics_32:7, Fluctuating Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_48:0, Structuralduct (Opaque)
ThermalDynamics:ThermalDynamics_48:1, Luxduct
TMechworks:RedstoneMachine:0, Drawbridge
TMechworks:RedstoneMachine:1, Igniter
TMechworks:RedstoneMachine:2, Advanced Drawbridge
TMechworks:RedstoneMachine:3, Extended Drawbridge
TMechworks:Dynamo, Dynamo
TMechworks:SignalBus, tile.tmechworks.signalbus.name
TMechworks:SignalTerminal, tile.tmechworks.signalterminal.name
TMechworks:MeshFilter:0, Empty Mesh Filter
TMechworks:MeshFilter:1, Wide Mesh Filter
TMechworks:MeshFilter:2, Slat Mesh Filter
TMechworks:MeshFilter:3, Mesh Filter
TMechworks:MeshFilter:4, Fine Mesh Filter
witchery:belladonna, Belladonna
witchery:mandrake, Mandrake
witchery:artichoke, Water Artichoke
witchery:snowbell, Snowbell
witchery:wormwood, Wormwood
witchery:mindrake, Minedrake
witchery:wolfsbane, Wolfsbane
witchery:garlicplant, Garlic
witchery:witchsapling:0, Rowan Sapling
witchery:witchsapling:1, Alder Sapling
witchery:witchsapling:2, Hawthorn Sapling
witchery:witchlog:0, Rowan Wood
witchery:witchlog:1, Alder Wood
witchery:witchlog:2, Hawthorn Wood
witchery:witchleaves:0, Rowan Leaves
witchery:witchleaves:1, Alder Leaves
witchery:witchleaves:2, Hawthorn Leaves
witchery:voidbramble, Void Bramble
witchery:bramble:0, Ender Bramble
witchery:bramble:1, Wild Bramble
witchery:glintweed, Glint Weed
witchery:spanishmoss, Spanish Moss
witchery:leapinglily, Leaping Lily
witchery:plantmine:0, Poppy of Webs
witchery:plantmine:1, Poppy of Ink
witchery:plantmine:2, Poppy of Thorns
witchery:plantmine:3, Poppy of Sprouting
witchery:plantmine:4, Dandelion of Webs
witchery:plantmine:5, Dandelion of Ink
witchery:plantmine:6, Dandelion of Thorns
witchery:plantmine:7, Dandelion of Sprouting
witchery:plantmine:8, Shrub of Webs
witchery:plantmine:9, Shrub of Ink
witchery:plantmine:10, Shrub of Thorns
witchery:plantmine:11, Shrub of Sprouting
witchery:embermoss, Ember Moss
witchery:crittersnare:0, Critter Snare
witchery:grassper, Grassper
witchery:bloodrose, Blood Poppy
witchery:somniancotton, Wispy Cotton
witchery:web, Web
witchery:vine, Vine
witchery:cactus, Cactus
witchery:lilypad, tile.lilypad.name
witchery:demonheart, Demon Heart
witchery:wolfhead:0, Wolf Head
witchery:wolfhead:1, Hellhound Head
witchery:witchwood:0, Rowan Planks
witchery:witchwood:1, Alder Planks
witchery:witchwood:2, Hawthorn Planks
witchery:stairswoodrowan, Rowan Stairs
witchery:stairswoodalder, Alder Stairs
witchery:stairswoodhawthorn, Hawthorn Stairs
witchery:witchwoodslab:0, Rowan Slab
witchery:witchwoodslab:1, Alder Slab
witchery:witchwoodslab:2, Hawthorn Slab
witchery:witchwooddoubleslab:0, Rowan Slab
witchery:witchwooddoubleslab:1, Alder Slab
witchery:witchwooddoubleslab:2, Hawthorn Slab
witchery:rowanwooddoor, Rowan Wood Door
witchery:alderwooddoor, Alder Wood Door
witchery:chalice, Chalice
witchery:candelabra, Candelabra
witchery:placeditem, tile.witchery:placeditem.name
witchery:alluringskull, Alluring Skull
witchery:wickerbundle:0, Wicker Bundle
witchery:wickerbundle:1, Bloodied Wicker Bundle
witchery:glowglobe, Glow Globe
witchery:statuegoddess, Statue of The Goddess
witchery:stockade:0, Oak Stockade
witchery:stockade:1, Spruce Stockade
witchery:stockade:2, Birch Stockade
witchery:stockade:3, Jungle Stockade
witchery:stockade:4, Rowan Stockade
witchery:stockade:5, Alder Stockade
witchery:stockade:6, Hawthorn Stockade
witchery:stockade:7, Acacia Stockade
witchery:stockade:8, Dark Oak Stockade
witchery:icestockade:0, Ice Stockade
witchery:perpetualice, Perpetual Ice
witchery:icedoor, Ice Door
witchery:icestairs, Ice Stairs
witchery:iceslab:0, Ice Slab
witchery:icedoubleslab:0, Ice Slab
witchery:icefence, Ice Fence
witchery:icefencegate, Ice Gate
witchery:icepressureplate, Ice Pressure Plate
witchery:snowpressureplate, Snow Pressure Plate
witchery:snowstairs, Snow Stairs
witchery:snowslab:0, Snow Slab
witchery:snowdoubleslab:0, Snow Slab
witchery:infinityegg, Infinity Egg
witchery:slurp, tile.witchery:slurp.name
witchery:pitdirt, Dirt
witchery:pitgrass, Grass
witchery:garlicgarland, Garlic Garland
witchery:bloodedwool, Blood-stained Wool
witchery:shadedglass:0, White Shaded Glass
witchery:shadedglass:1, Orange Shaded Glass
witchery:shadedglass:2, Magenta Shaded Glass
witchery:shadedglass:3, Light Blue Shaded Glass
witchery:shadedglass:4, Yellow Shaded Glass
witchery:shadedglass:5, Lime Shaded Glass
witchery:shadedglass:6, Pink Shaded Glass
witchery:shadedglass:7, Gray Shaded Glass
witchery:shadedglass:8, Silver Shaded Glass
witchery:shadedglass:9, Cyan Shaded Glass
witchery:shadedglass:10, Purple Shaded Glass
witchery:shadedglass:11, Blue Shaded Glass
witchery:shadedglass:12, Brown Shaded Glass
witchery:shadedglass:13, Green Shaded Glass
witchery:shadedglass:14, Red Shaded Glass
witchery:shadedglass:15, Black Shaded Glass
witchery:shadedglass_active:0, White Shaded Glass
witchery:shadedglass_active:1, Orange Shaded Glass
witchery:shadedglass_active:2, Magenta Shaded Glass
witchery:shadedglass_active:3, Light Blue Shaded Glass
witchery:shadedglass_active:4, Yellow Shaded Glass
witchery:shadedglass_active:5, Lime Shaded Glass
witchery:shadedglass_active:6, Pink Shaded Glass
witchery:shadedglass_active:7, Gray Shaded Glass
witchery:shadedglass_active:8, Silver Shaded Glass
witchery:shadedglass_active:9, Cyan Shaded Glass
witchery:shadedglass_active:10, Purple Shaded Glass
witchery:shadedglass_active:11, Blue Shaded Glass
witchery:shadedglass_active:12, Brown Shaded Glass
witchery:shadedglass_active:13, Green Shaded Glass
witchery:shadedglass_active:14, Red Shaded Glass
witchery:shadedglass_active:15, Black Shaded Glass
witchery:mirrorwall, Mirror Surface
witchery:refillingchest, Chest
witchery:force, Solid
witchery:tormentstone, Torment Stone
witchery:barrier, Barrier
witchery:leechchest, Leech Chest
witchery:altar, Altar
witchery:kettle, Kettle
witchery:poppetshelf, Poppet Shelf
witchery:dreamcatcher, Dream Weaver
witchery:crystalball, Crystal Ball
witchery:spiritportal, Spirit Portal
witchery:tormentportal, Torment Portal
witchery:spinningwheel, Spinning Wheel
witchery:brazier, Brazier
witchery:witchesovenidle, Witches Oven
witchery:witchesovenburning, Witches Oven
witchery:fumefunnel, Fume Funnel
witchery:filteredfumefunnel, Filtered Fume Funnel
witchery:distilleryidle, Distillery
witchery:distilleryburning, Distillery
witchery:scarecrow, Scarecrow
witchery:trent, Trent Effigy
witchery:witchsladder, Witch's Ladder
witchery:decurseteleport, Statue of Occluded Summons
witchery:decursedirected, Statue of Broken Curses
witchery:statueofworship, Statue of Hobgoblin Patron
witchery:cauldron, Witch's Cauldron
witchery:wolfaltar, Wolf Altar
witchery:silvervat, Silver Vat
witchery:beartrap, Beartrap
witchery:wolftrap, Wolftrap
witchery:wallgen, tile.witchery:wallgen.name
witchery:coffinblock, Coffin
witchery:light, tile.witchery:light.name
witchery:daylightcollector, Sun Collector
witchery:bloodcrucible, Blood Crucible
witchery:mirrorblock, Mirror
witchery:mirrorblock2, Mirror
witchery:circle, Heart Glyph
witchery:circleglyphritual, Ritual Glyph
witchery:circleglyphotherwhere, Otherwhere Glyph
witchery:circleglyphinfernal, Infernal Glyph
witchery:spiritflowing, Flowing Spirit
witchery:hollowtears, Flowing Spirit
witchery:disease, Disease
witchery:brew, tile.witchery:brew.name
witchery:brewgas, tile.witchery:brewgas.name
witchery:brewliquid, tile.witchery:brewliquid.name
witchery:clever, Lever
witchery:cwoodendoor, Wooden Door
witchery:cwoodpressureplate, Pressure Plate
witchery:cstonepressureplate, Pressure Plate
witchery:csnowpressureplate, Snow Pressure Plate
witchery:cbuttonwood, Button
witchery:cbuttonstone, Button
ForgeRelocation:relocation.blockmovingrow:0, tile.relocation.blockmovingrow|0.name
MCFrames:mcframes.motor:0, Debug Frame Motor
MCFrames:mcframes.frame, Frame
IguanaTweaksTConstruct:skullBlock, tile.iguana.tcon.skull.name
AgriCraft:seedPotato, Potato Seeds
AgriCraft:seedCarrot, Carrot Seeds
AgriCraft:seedSugarcane, Sugarcane Seeds
AgriCraft:seedDandelion, Dandelion Seeds
AgriCraft:seedPoppy, Poppy Seeds
AgriCraft:seedOrchid, Blue Orchid Seeds
AgriCraft:seedAllium, Allium Seeds
AgriCraft:seedTulipRed, Red Tulip Seeds
AgriCraft:seedTulipOrange, Orange Tulip Seeds
AgriCraft:seedTulipWhite, White Tulip Seeds
AgriCraft:seedTulipPink, Pink Tulip Seeds
AgriCraft:seedDaisy, Daisy Seeds
AgriCraft:seedCactus, Cactus Seeds
AgriCraft:seedShroomRed, Red Mushroom Spores
AgriCraft:seedShroomBrown, Brown Mushroom Spores
AgriCraft:cropsItem, Crop Sticks
AgriCraft:journal, Agricultural Journal
AgriCraft:magnifyingGlass, Magnifying Glass
AgriCraft:debugger, Debugger
AgriCraft:trowel, Gardening Trowel
AgriCraft:handRake:0, Wooden Hand Rake
AgriCraft:handRake:1, Iron Hand Rake
AgriCraft:clipper, Clipper
AgriCraft:clipping, Clipping
appliedenergistics2:item.ToolCertusQuartzAxe, Certus Quartz Axe
appliedenergistics2:item.ToolCertusQuartzHoe, Certus Quartz Hoe
appliedenergistics2:item.ToolCertusQuartzSpade, Certus Quartz Shovel
appliedenergistics2:item.ToolCertusQuartzPickaxe, Certus Quartz Pickaxe
appliedenergistics2:item.ToolCertusQuartzSword, Certus Quartz Sword
appliedenergistics2:item.ToolCertusQuartzWrench, Certus Quartz Wrench
appliedenergistics2:item.ToolCertusQuartzCuttingKnife, Certus Quartz Cutting Knife
appliedenergistics2:item.ToolNetherQuartzAxe, Nether Quartz Axe
appliedenergistics2:item.ToolNetherQuartzHoe, Nether Quartz Hoe
appliedenergistics2:item.ToolNetherQuartzSpade, Nether Quartz Shovel
appliedenergistics2:item.ToolNetherQuartzPickaxe, Nether Quartz Pickaxe
appliedenergistics2:item.ToolNetherQuartzSword, Nether Quartz Sword
appliedenergistics2:item.ToolNetherQuartzWrench, Nether Quartz Wrench
appliedenergistics2:item.ToolNetherQuartzCuttingKnife, Nether Quartz Cutting Knife
appliedenergistics2:item.ToolEntropyManipulator, Entropy Manipulator
appliedenergistics2:item.ToolWirelessTerminal, Wireless Terminal
appliedenergistics2:item.ToolBiometricCard, Biometric Card
appliedenergistics2:item.ToolChargedStaff, Charged Staff
appliedenergistics2:item.ToolMassCannon, Matter Cannon
appliedenergistics2:item.ToolMemoryCard, Memory Card
appliedenergistics2:item.ToolNetworkTool, Network Tool
appliedenergistics2:item.ToolPortableCell, Portable Cell
appliedenergistics2:item.ItemCreativeStorageCell, Creative ME Storage Cell
appliedenergistics2:item.ItemViewCell, View Cell
appliedenergistics2:item.ItemBasicStorageCell.1k, 1k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.4k, 4k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.16k, 16k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.64k, 64k ME Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.2Cubed, 2³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.16Cubed, 16³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.128Cubed, 128³ Spatial Storage Cell
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Podzol
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sponge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Gold
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moss Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Diamond
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Melon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Emerald
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Redstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Clay
